ID	Typ	Číslo	Název	Kategorie	Technické informace	Popis	Země	Rok	Historický status	Role	Poškození	AP	Režim palby	RC	Munice / kapacita	Conceal	Accuracy	Reach	Dostupnost	Cena	Dovednost	Výchozí vybavení	Rating	Kapacita zbroje	ArmorOverride	Handling	Speed	Acceleration	Body	Armor	Sensor	Seats	Pilot	Mount	Efekt / vlastnost	Bonus	Poznámka	Zdrojový soubor	Zdrojový řádek
Zbraň:44:Gewehr 43	Zbraň	44	Gewehr 43	Sporting Rifles	7,92×57 mm, 10 ran, samonabíjecí	Úspěšnější německá samonabíjecí puška.	DE	1943	Prototyp	Kvalitní samonabíjecí	10P	-2	SA	1	10(c)	6	5		12F	2500	Longarms	-															Vylepšená samonabíjecí (RC 1, přesná); drahá.	docs/weapons/batch04_pusky.tsv	5
Zbraň:45:Mosin-Nagant M91/30	Zbraň	45	Mosin-Nagant M91/30	Sporting Rifles	7,62×54 mmR, 5 ran	Základní sovětská pěchotní puška.	SU	1930	Reálná	Robustní a levná opakovačka	10P	-2	SS	0	5(m)	6	4		4R	900	Longarms	-															Robustní a levná; průměrná přesnost (nižší cena, ne vyšší průbojnost).	docs/weapons/batch04_pusky.tsv	6
Zbraň:46:SVT-38	Zbraň	46	SVT-38	Sporting Rifles	7,62×54 mmR, 10 ran	Raná sovětská samonabíjecí puška.	SU	1938	Reálná	Raná samonabíjecí	10P	-2	SA	0	10(c)	6	4		10F	1800	Longarms	-															Raná samonabíjecí; drahá, průměrná.	docs/weapons/batch04_pusky.tsv	7
Zbraň:47:SVT-40	Zbraň	47	SVT-40	Sporting Rifles	7,62×54 mmR, 10 ran	Vylepšená varianta SVT.	SU	1940	Prototyp	Samonabíjecí sovětská	10P	-2	SA	0	10(c)	6	5		11F	2200	Longarms	-															Vylepšená samonabíjecí (přesnější); drahá.	docs/weapons/batch04_pusky.tsv	8
Zbraň:48:Lee-Enfield No.4	Zbraň	48	Lee-Enfield No.4	Sporting Rifles	.303 British, 10 ran	Britská opakovací puška s rychlým závěrem.	UK	1941	Prototyp	Vysokokapacitní opakovačka	9P	-2	SS	0	10(m)	6	5		5R	1300	Longarms	-															10 ran a rychlý závěr; slabší ráže (9P); prototyp.	docs/weapons/batch04_pusky.tsv	9
Zbraň:49:Springfield M1903	Zbraň	49	Springfield M1903	Sporting Rifles	.30-06, 5 ran	Americká opakovací puška.	US	1903	Reálná	Přesná a výkonná opakovačka	11P	-3	SS	0	5(m)	6	6		5R	1300	Longarms	-															Silná ráže (11P), AP -3 a Acc 6; dražší.	docs/weapons/batch04_pusky.tsv	10
Zbraň:50:M1 Garand	Zbraň	50	M1 Garand	Sporting Rifles	.30-06, 8 ran, samonabíjecí	Americká standardní samonabíjecí puška.	US	1936	Reálná	Výkonná samonabíjecí	11P	-2	SA	0	8(c)	6	5		6R	1800	Longarms	-															Silná ráže (11P), samonabíjecí; pozor: existuje i v oficiálních datech.	docs/weapons/batch04_pusky.tsv	11
Zbraň:51:M1 Carbine	Zbraň	51	M1 Carbine	Sporting Rifles	.30 Carbine, 15/30 ran	Lehká karabina pro podpůrný personál.	US	1941	Prototyp	Lehká karabina	8P	0	SA	0	15(c)	5	4		6R	1200	Longarms	-															Nízký DMG a AP, ale lehká a skrytelná (conceal 5).	docs/weapons/batch04_pusky.tsv	12
Zbraň:52:vz. 24	Zbraň	52	vz. 24	Sporting Rifles	7,92×57 mm, 5 ran	Československá puška Mauser.	CS	1924	Reálná	Kvalitní opakovačka (česká)	10P	-2	SS	0	5(m)	6	5		6R	1100	Longarms	-															Kvalitní česká opakovačka; levnější, hůř dostupná.	docs/weapons/batch04_pusky.tsv	13
Zbraň:53:MAS-36	Zbraň	53	MAS-36	Sporting Rifles	7,5×54 mm, 5 ran	Francouzská válečná opakovací puška.	FR	1936	Reálná	Krátká / kompaktní opakovačka	9P	-1	SS	0	5(m)	5	4		5R	1000	Longarms	-															Kratší hlaveň (9P, conceal 5); průměrná přesnost.	docs/weapons/batch04_pusky.tsv	14
Zbraň:76:Lee-Enfield SMLE	Zbraň	76	Lee-Enfield SMLE	Sporting Rifles	.303 British, 10 ran	Britská opakovačka No.1 Mk III z Velké války.	UK	1907	Reálná	Opakovačka s rychlým závěrem	9P	-1	SS	0	10(m)	6	4		5R	1250	Longarms	-															10 ran a rychlý závěr, ale starší munice (AP -1) a méně přesná než No.4.	docs/weapons/batch04_nove.tsv	2
Zbraň:19:MP 40	Zbraň	19	MP 40	Submachine Guns	9×19 mm, 32 ran	Typický německý samopal WWII.	DE	1938	Reálná	Univerzální standard	7P	0	SA/BF/FA	1	32(c)	2	4		8R	1400	Automatics	sklopná pažba															Vyvážený, dobře dostupný; sklopná pažba (RC 1).	docs/weapons/batch02_samopaly.tsv	2
Zbraň:20:MP 34	Zbraň	20	MP 34	Submachine Guns	9×19 mm, 32 ran	Kvalitně zpracovaný rakouský samopal.	AT	1934	Reálná	Precizní	7P	0	SA/BF/FA	1	32(c)	2	5		9R	1500	Automatics	-															Nejlepší přesnost za nízkou cenu; jinak průměrný.	docs/weapons/batch02_samopaly.tsv	3
Zbraň:21:MP 35/II	Zbraň	21	MP 35/II	Submachine Guns	9×19 mm, 32 ran	Robustní německý samopal.	DE	1935	Reálná	Kontrola palby	7P	0	SA/BF/FA	2	32(c)	2	4		9R	1600	Automatics	-															Maximální kontrola (RC 2); dražší.	docs/weapons/batch02_samopaly.tsv	4
Zbraň:22:EMP 44	Zbraň	22	EMP 44	Submachine Guns	9×19 mm, 32 ran	Zjednodušený válečný prototyp pro Volkssturm.	DE	1944	Prototyp	Nejlevnější (nouzová)	7P	0	FA	0	32(c)	2	4		10F	700	Automatics	-															Nejlevnější; jen plná palba, bez kontroly.	docs/weapons/batch02_samopaly.tsv	5
Zbraň:23:Sten Mk II	Zbraň	23	Sten Mk II	Submachine Guns	9×19 mm, 32 ran	Extrémně jednoduchý britský samopal.	UK	1941	Prototyp	Levná + skrytelná	7P	0	FA	0	32(c)	3	4		6R	600	Automatics	-															Levná a štíhlá; jen plná palba.	docs/weapons/batch02_samopaly.tsv	6
Zbraň:24:Sterling	Zbraň	24	Sterling	Submachine Guns	9×19 mm, 34 ran	Pozdní britská konstrukce; přechod do poválečné éry.	UK	1944	Prototyp	Přesná + kompaktní	6P	0	SA/BF/FA	1	34(c)	3	5		11F	1600	Automatics	-															Přesná a kompaktní, ale slabší náboj (6P); vzácná.	docs/weapons/batch02_samopaly.tsv	7
Zbraň:25:Thompson M1928	Zbraň	25	Thompson M1928	Submachine Guns	.45 ACP, 20/30 ran	Těžký americký samopal.	US	1928	Reálná	Poškození + buben	8P	-1	SA/BF/FA	1	50(d)	3	4		9R	2000	Automatics	bubnový zásobník															Nejvyšší DMG + buben 50; těžký a drahý.	docs/weapons/batch02_samopaly.tsv	8
Zbraň:26:Thompson M1	Zbraň	26	Thompson M1	Submachine Guns	.45 ACP, 20/30 ran	Zjednodušená válečná verze Thompsonu.	US	1942	Prototyp	.45 za rozumnou cenu	8P	-1	BF/FA	0	30(c)	3	4		8R	1500	Automatics	-															8P za nižší cenu; jen dávka/plná palba.	docs/weapons/batch02_samopaly.tsv	9
Zbraň:27:M3 „Grease Gun“	Zbraň	27	M3 „Grease Gun“	Submachine Guns	.45 ACP, 30 ran	Velmi jednoduchý americký samopal.	US	1942	Prototyp	Nejlevnější .45	8P	-1	BF/FA	0	30(c)	3	4		10R	900	Automatics	-															Nejlevnější .45; jen dávka/plná palba.	docs/weapons/batch02_samopaly.tsv	10
Zbraň:28:PPSh-41	Zbraň	28	PPSh-41	Submachine Guns	7,62×25 mm, 35/71 ran	Sovětský samopal s vysokou kadencí.	SU	1941	Prototyp	AP + kapacita	6P	-2	SA/BF/FA	1	71(d)	3	4		9R	1500	Automatics	bubnový zásobník															AP -2 + buben 71, ale slabší náboj (6P).	docs/weapons/batch02_samopaly.tsv	11
Zbraň:29:PPS-43	Zbraň	29	PPS-43	Submachine Guns	7,62×25 mm, 35 ran	Kompaktnější sovětský samopal.	SU	1943	Prototyp	AP + skrytelná	6P	-2	SA/BF/FA	1	35(c)	4	4		9R	1300	Automatics	sklopná pažba															AP -2 a nejskrytelnější, ale slabší náboj (6P) a menší zásobník.	docs/weapons/batch02_samopaly.tsv	12
Zbraň:30:PPD-40	Zbraň	30	PPD-40	Submachine Guns	7,62×25 mm, 35/71 ran	Starší sovětská konstrukce.	SU	1940	Prototyp	Přesná AP (kvalita)	6P	-2	SA/BF/FA	1	71(d)	3	5		10R	1700	Automatics	bubnový zásobník															Přesná + AP -2 + buben, ale slabší náboj (6P); drahá.	docs/weapons/batch02_samopaly.tsv	13
Zbraň:31:Suomi KP/-31	Zbraň	31	Suomi KP/-31	Submachine Guns	9×19 mm, 20/40/71 ran	Velmi kvalitní finský samopal.	FI	1931	Reálná	Přesnost + kapacita	6P	0	SA/BF/FA	1	71(d)	3	5		9R	2000	Automatics	bubnový zásobník															Velmi přesná + buben, ale slabší náboj (6P); drahá, bez AP.	docs/weapons/batch02_samopaly.tsv	14
Zbraň:32:ZK 383	Zbraň	32	ZK 383	Submachine Guns	9×19 mm, 30 ran	Československý samopal s možností regulace kadence.	CS	1938	Reálná	Kontrola + přesnost	6P	0	SA/BF/FA	2	30(c)	2	5		10R	1800	Automatics	-															RC 2 + přesnost, ale slabší náboj (6P); malý zásobník, drahá.	docs/weapons/batch02_samopaly.tsv	15
Zbraň:33:Beretta M38	Zbraň	33	Beretta M38	Submachine Guns	9×19 mm, 10-40 ran	Jeden z nejlepších italských samopalů války.	IT	1938	Reálná	Kvalita + kapacita	6P	0	SA/BF/FA	1	40(c)	2	5		9R	1700	Automatics	-															Kvalitní, vyšší kapacita, ale slabší náboj (6P); bez AP.	docs/weapons/batch02_samopaly.tsv	16
Zbraň:34:Owen Gun	Zbraň	34	Owen Gun	Submachine Guns	9×19 mm, 33 ran	Australský samopal s horním zásobníkem.	AU	1939	Prototyp	Spolehlivá + RC 1 levně	7P	0	SA/BF/FA	1	33(c)	3	4		10R	1200	Automatics	-															Spolehlivá s RC 1 za nízkou cenu; průměrná.	docs/weapons/batch02_samopaly.tsv	17
Zbraň:35:MP 3008	Zbraň	35	MP 3008	Submachine Guns	9×19 mm, 32 ran	Německá nouzová konstrukce inspirovaná Stenem.	DE	1945	Prototyp	Nejlevnější štíhlá	7P	0	FA	0	32(c)	3	4		11F	550	Automatics	-															Nejlevnější a štíhlá; jen plná palba.	docs/weapons/batch02_samopaly.tsv	18
Zbroj:1:Civilní oblek	Zbroj	1	Civilní oblek	SW1938 – Civilní oděv		Běžný městský oblek nebo kostým.	—	1930	Reálná	Civilní oděv					2				0	Variable(50-500)				0	-					0							Bez ochrany; základní vzhled.	docs/armor/batchA1_zbroj.tsv	2
Zbroj:2:Pracovní oděv	Zbroj	2	Pracovní oděv	SW1938 – Civilní oděv		Dělnícký oděv, montérky.	—	1930	Reálná	Pracovní oděv					0				0	20				0	-					0							Bez ochrany; nenápadný.	docs/armor/batchA1_zbroj.tsv	3
Zbroj:3:Dámské šaty	Zbroj	3	Dámské šaty	SW1938 – Civilní oděv		Společenské šaty.	—	1930	Reálná	Civilní oděv					1				0	Variable(30-1000)				0	-					0							Bez ochrany; společenský vzhled.	docs/armor/batchA1_zbroj.tsv	4
Zbroj:4:Zimní kabát	Zbroj	4	Zimní kabát	SW1938 – Civilní oděv		Těžký vlněný kabát.	—	1930	Reálná	Zimní oděv					1				0	100				3	+1					3							Svrchní vrstva; při vrstvení +1.	docs/armor/batchA1_zbroj.tsv	5
Zbroj:5:Kombinéza / overal	Zbroj	5	Kombinéza / overal	SW1938 – Civilní oděv		Jednoduchá pracovní kombinéza.	—	1930	Reálná	Pracovní oděv					1				0	50				2	-					2							Minimální ochrana; odolná.	docs/armor/batchA1_zbroj.tsv	6
Zbroj:6:Kožená bunda	Zbroj	6	Kožená bunda	SW1938 – Kožená ochrana		Těžká kožená bunda.	—	1930	Reálná	Lehká kožená ochrana					3				2	250				6	-					6							Účinná proti pistolím; nenápadná.	docs/armor/batchA1_zbroj.tsv	7
Zbroj:7:Kožený duster	Zbroj	7	Kožený duster	SW1938 – Kožená ochrana		Dlouhý kožený kabát.	—	1930	Reálná	Kožená ochrana (duster)					4				3	450				8	+3					8							Svrchní vrstva; při vrstvení +3.	docs/armor/batchA1_zbroj.tsv	8
Zbroj:8:Motorkářská kombinéza	Zbroj	8	Motorkářská kombinéza	SW1938 – Kožená ochrana		Zpevněná kožená kombinéza.	—	1930	Reálná	Ochranná kombinéza					2				4	500				9	-					9							Vyšší ochrana, málo modů.	docs/armor/batchA1_zbroj.tsv	9
Zbroj:14:Experimentální flak vesta	Zbroj	14	Experimentální flak vesta	SW1938 – Ochranná zbroj		Raná neprůstřelná vesta.	—	1938	Prototyp	Flak vesta					4				8F	900				12	-					12							Ochrana na úrovni Armor Jacket; chrání trup.	docs/armor/batchA1_zbroj.tsv	15
Zbroj:15:Ocelový pancíř (SN-42)	Zbroj	15	Ocelový pancíř (SN-42)	SW1938 – Ochranná zbroj		Ocelový hrudní pancíř pro útočné oddíly.	SU	1942	Prototyp	Ocelový pancíř					3				10F	700				15	-					15							Nejvyšší ochrana (Full Body Armor); těžký a nápadný.	docs/armor/batchA1_zbroj.tsv	16
Zbroj:16:Balistický štít	Zbroj	16	Balistický štít	SW1938 – Ochranná zbroj		Přenosný pancéřovaný štít.	—	1937	Prototyp	Balistický štít					5				10R	1100				+6	-					+6							Štít (bonus k zbroji); kryje i spolubojovníky.	docs/armor/batchA1_zbroj.tsv	17
Zbroj:17:Neprůstřelný plášť	Zbroj	17	Neprůstřelný plášť	SW1938 – Ochranná zbroj		Zpevněný dlouhý plášť.	—	1938	Prototyp	Neprůstřelný plášť					5				9F	1000				12	+4					12							Svrchní vrstva; při vrstvení +4.	docs/armor/batchA1_zbroj.tsv	18
Zbroj:18:Faradayův oblek	Zbroj	18	Faradayův oblek	SW1938 – Tesla & okultní ochrana		Kovově tkaný ochranný oblek proti výbojům.	CS	1938	Setting	Ochrana proti elektřině					4				12F	2500				9	-					9							Chrání před tesla výboji; součást teslapunku.	docs/armor/batchA1_zbroj.tsv	19
Zbroj:19:Okultní ochranný plášť	Zbroj	19	Okultní ochranný plášť	SW1938 – Tesla & okultní ochrana		Plášť s ochrannými symboly a stříbrem.	DE	1938	Setting	Ochrana proti duchům					5				14F	3000				8	+3					8							Svrchní vrstva; při vrstvení +3, chrání před entitami.	docs/armor/batchA1_zbroj.tsv	20
Zbroj:20:Teslapunkový ochranný postroj	Zbroj	20	Teslapunkový ochranný postroj	SW1938 – Tesla & okultní ochrana		Pokročilý postroj s měděnými cívkami a izolací.	CS	1938	Setting	Ochrana proti elektřině (těžká)					5				16F	5000				10	-					10							Nejlepší ochrana proti tesla zbraním; velmi vzácný.	docs/armor/batchA1_zbroj.tsv	21
Zbroj:10:Lehká přilba (Brodie)	Zbroj	10	Lehká přilba (Brodie)	SW1938 – Vojenská výstroj		Placatá ocelová přilba.	UK	1915	Reálná	Lehká přilba					2				4	80				+2	-					+2							Přilba (bonus k zbroji).	docs/armor/batchA1_zbroj.tsv	11
Zbroj:11:Těžká přilba (Stahlhelm)	Zbroj	11	Těžká přilba (Stahlhelm)	SW1938 – Vojenská výstroj		Těžká ocelová přilba.	DE	1935	Reálná	Těžká přilba					2				5	150				+3	-					+3							Vyšší bonus k zbroji; těžší.	docs/armor/batchA1_zbroj.tsv	12
Zbroj:12:Důstojnická výstroj	Zbroj	12	Důstojnická výstroj	SW1938 – Vojenská výstroj		Kvalitní důstojnická uniforma.	—	1938	Reálná	Důstojnická výstroj					4				5	350				5	-					5							Více modů; společenský vzhled.	docs/armor/batchA1_zbroj.tsv	13
Zbroj:13:Výsadkářský postroj	Zbroj	13	Výsadkářský postroj	SW1938 – Vojenská výstroj		Zpevněná výstroj výsadkáře.	—	1936	Reálná	Výsadkářská výstroj					3				6	400				7	-					7							Vyšší ochrana pro výsadkáře.	docs/armor/batchA1_zbroj.tsv	14
Zbroj:9:Vojenská uniforma	Zbroj	9	Vojenská uniforma	SW1938 – Vojenská výstroj		Standardní polní uniforma.	—	1938	Reálná	Vojenská uniforma					2				3	120				5	-					5							Lehká ochrana; součást výstroje.	docs/armor/batchA1_zbroj.tsv	10
